Date,City,State,Temperature_Max (°C),Temperature_Min (°C),Temperature_Avg (°C),Humidity (%),Rainfall (mm),Wind_Speed (km/h),AQI,AQI_Category,Pressure (hPa),Cloud_Cover (%)
2024-01-01,Mumbai,West Bengal,31.105170960351888,13.723877258205341,34.49328398335419,50.88975992916373,2.4297189410582556,6.402355772153259,56.57433472416375,Moderate,1006.0719374751358,94.33551718074631
2024-01-02,Delhi,Delhi,30.399003343069168,15.619128942783213,31.163805874985353,50.433535089780904,0.861285243621161,1.2905177388445344,225.3772988385055,Good,992.1808293850336,6.94551333227521
2024-01-03,Bengaluru,West Bengal,39.40441749880016,24.39896556195385,34.036569079276106,89.11497765354338,12.222376382675233,9.573008374827275,207.93813197945593,Satisfactory,1009.9111478792242,27.63993773909583
2024-01-04,Chennai,Karnataka,30.6036036312563,23.924681707459253,23.322063200637817,61.063186135144335,16.32298022234575,17.80149756659401,186.77195517668451,Moderate,996.4197535960194,6.063071651048824
2024-01-05,Kolkata,West Bengal,32.39720352322104,27.54358045192558,28.764701821476045,86.75722589702445,3.664713072106929,17.414994860357037,137.57145862403814,Moderate,1014.9420201234511,60.4870297112615
2024-01-06,Mumbai,Karnataka,34.522842836447346,28.314976665767972,34.56502959170236,65.16584753383833,0.3132435676396177,7.9129365684546205,253.47035206710035,Poor,1008.1476947109353,50.62628432986924
2024-01-07,Delhi,Tamil Nadu,33.508812082031135,19.96001761919215,19.87620482780246,60.95666171002716,3.0322127767546037,14.355763940327451,181.04499565585493,Good,1016.352717348564,82.5967720951319
2024-01-08,Bengaluru,Karnataka,29.660020674849875,10.47414564989234,20.56350343218783,32.09510063935231,4.667143891752151,10.415022842474844,196.96345745766249,Moderate,1005.6737867010625,46.16305730926823
2024-01-09,Chennai,West Bengal,36.72458614057047,19.031077837605736,28.58148365592455,80.44993006080355,2.7150419334018134,6.677506021500983,292.81771263666496,Poor,990.5964497967102,91.91376192648202
2024-01-10,Kolkata,West Bengal,36.26400879406339,15.161808108072366,22.42899568573594,81.79203434813006,4.091245618690026,17.381301874568194,193.576291552199,Satisfactory,997.4430582239581,86.27523000587011
2024-01-11,Mumbai,West Bengal,28.781035584247885,19.42777941459017,26.142592160675683,39.04221078601283,1.6006947119913537,10.92270797171938,183.66403334804724,Good,1012.5158247662351,85.52391940975454
2024-01-12,Delhi,Delhi,33.525980541442536,25.990200252204406,33.909896880401405,50.0139425424981,6.170339241095464,10.45051854238803,216.14784834274286,Poor,997.4363363055141,57.30236545238407
2024-01-13,Bengaluru,West Bengal,35.4592600341885,29.3169656959703,22.79389434331407,41.51131918399871,7.500838318694138,18.190125584064717,193.08500092333253,Good,1013.0153285158942,57.07959073471861
2024-01-14,Chennai,Karnataka,25.95487850328557,10.442878977151896,21.987588502641838,65.35567611396388,2.932378257487766,0.5814126352661875,163.45912407057614,Poor,1005.6231704536676,60.00778467750841
2024-01-15,Kolkata,Maharashtra,33.45399934428109,26.382023191493925,19.628494180239812,82.99446657094833,18.72351617469423,15.295395900316624,238.87376477418803,Good,1008.0242410109443,11.216828811861813
2024-01-16,Mumbai,Delhi,38.52036406966931,25.146386936060562,26.09326152338303,77.2102984591376,0.0368629680953062,11.98157242540404,219.94638668775718,Good,994.2204326386482,80.89966646923786
2024-01-17,Delhi,Tamil Nadu,25.497611855481345,22.32943671261767,24.184960388164477,45.12815012393415,0.22228254059032576,9.046030733948793,183.21155718500992,Moderate,1006.1210972945552,50.111138614134155
2024-01-18,Bengaluru,Tamil Nadu,36.412508798292286,25.613456073964542,25.838915675678404,88.78576605514968,7.904905262357937,15.26973183652511,182.90183311636537,Moderate,1007.140536551643,37.70278301269251
2024-01-19,Chennai,West Bengal,25.295597915653516,21.83791564930685,22.972039115898287,75.65766323932297,0.08483960612770097,15.543248486162396,138.70843343285244,Moderate,1019.1694636704113,91.85290707681466
2024-01-20,Kolkata,Tamil Nadu,32.480232289880334,24.28261487713909,33.24702215794893,42.44526568773131,2.1269267908553906,7.183378074525562,284.56741384940943,Moderate,1009.03275332657,12.911812197091699
2024-01-21,Mumbai,Karnataka,34.40420923961612,21.54251642456385,20.71084106255163,37.20347819261426,1.9920561452398753,0.3409075670721706,149.7201872592751,Moderate,1017.6897025584543,32.52787362311209
2024-01-22,Delhi,Tamil Nadu,34.660419556513226,12.849492709802075,24.762889066283094,53.31321132066368,16.63391077696506,18.582716388354417,59.143462067428025,Moderate,998.3160637059991,10.850609670722832
2024-01-23,Bengaluru,West Bengal,37.83774818758005,17.562825862127855,24.2730853445096,34.915922385575925,3.707604079895328,10.589702154400698,128.4404237294149,Poor,1018.2895576924954,15.891231595456823
2024-01-24,Chennai,West Bengal,29.06499735638411,19.688136809583057,29.565240590604283,45.948981769749395,7.289928518918321,8.94298443684482,102.00835454810505,Moderate,1004.1476260037117,82.92737481495493
2024-01-25,Kolkata,Karnataka,35.59511887959596,29.80240887742098,32.826001832872834,48.09738264383367,5.635908788722919,14.199159662186386,59.59474536960644,Moderate,1019.2911163116618,61.10261115300335
2024-01-26,Mumbai,Tamil Nadu,29.9245643534506,10.202543065168921,18.46557304928748,31.81798921257326,2.7122284069765312,6.7825498442721655,158.65792452499443,Moderate,1007.9765048306257,41.749483169829794
2024-01-27,Delhi,Karnataka,37.146584829515206,13.513439881301458,25.507011344492494,64.40309784324084,2.282868827775517,7.357441296236866,202.7504139253529,Poor,1019.4742044832324,97.1412969715636
2024-01-28,Bengaluru,Karnataka,35.14066706933065,20.0581302224782,22.459123125740735,87.74794136631863,7.075236516438269,14.537412438006811,92.65700262824737,Good,991.246557634971,32.84300401991768
2024-01-29,Chennai,Delhi,35.28145647494121,17.468224724170934,19.22537937687031,56.70321019899666,15.397948197136273,10.40319278798651,154.13925536536016,Good,1002.8290217728648,16.165605398619075
2024-01-30,Kolkata,Delhi,27.804935232821084,18.70020874519944,20.16876256848754,40.10326129097135,1.1431390519409743,11.550186509949377,66.66845138101696,Poor,996.4575372824071,59.368615401157435
2024-01-31,Mumbai,Tamil Nadu,36.303215701564305,27.157792445873703,31.706397818580072,85.82584506525276,0.21457252850731517,13.409574322707865,121.78493700229247,Good,1002.4862531888705,51.378370837136686
2024-02-01,Delhi,Tamil Nadu,37.919044759083754,20.509650059129648,32.42781258998609,61.43947716887872,0.655194317523008,14.911200528612369,107.64882159240639,Satisfactory,1016.1092689120942,60.72030047389217
2024-02-02,Bengaluru,Tamil Nadu,27.807866527966798,14.861485407127565,22.484744102617668,50.435914426147036,5.643085457195091,6.878997828861699,162.7962330461884,Satisfactory,1013.6450886556413,77.07445147770586
2024-02-03,Chennai,Tamil Nadu,32.953596384590355,15.603774537852606,21.054491910296342,43.36451456909022,0.05049343055115449,0.5968098521153142,178.00112305383922,Poor,1016.9723963346354,71.91634496172836
2024-02-04,Kolkata,Karnataka,33.20506823960186,19.015960855512937,19.282432815233243,48.66927015831544,1.0471505720457484,0.3298954113481134,282.9769447168726,Moderate,1013.5096783037407,86.3027086850065
2024-02-05,Mumbai,West Bengal,28.276211786056773,22.275657602324273,22.997564429389715,58.83575297929784,11.158052833022376,15.441160833707421,179.07995378696143,Good,999.6684701276363,32.57832909891846
2024-02-06,Delhi,West Bengal,25.19055835249703,12.329818658167975,20.17887917992991,50.533414394706405,0.022181210483771478,14.296549406415501,102.40619764284735,Good,1014.9680595478931,12.466815472508086
2024-02-07,Bengaluru,Tamil Nadu,35.045049887715564,29.345232168531385,21.760941128255478,44.663868632039055,9.233629396866402,18.406928003639678,64.69941784314818,Satisfactory,991.3092070394255,38.975463012250366
2024-02-08,Chennai,Karnataka,34.07032064215859,22.853800930537737,33.87937256710559,75.5821286640556,16.16831279153508,11.583563410259401,238.42391533750933,Moderate,999.4750293070725,13.097940506404193
2024-02-09,Kolkata,Delhi,39.01999705655231,12.24657070755281,33.13550175774732,38.68388784364956,5.652624467928452,5.431844504702365,211.7520909501648,Satisfactory,1009.3476691226346,94.05188424960055
2024-02-10,Mumbai,Maharashtra,29.2915296083426,12.33262529097747,21.763843492392176,46.69900940844889,3.16318401164583,2.047033569613581,171.2334536357304,Poor,1012.8923333363049,26.8333909832018
2024-02-11,Delhi,Tamil Nadu,37.78562086941449,10.363973338796008,18.746391152054493,72.78358463998164,3.794440781029716,15.38888631872166,91.49894623721656,Moderate,1014.9002693945426,93.62592734654231
2024-02-12,Bengaluru,Tamil Nadu,34.6727261960699,15.827809295211349,32.75430363445367,61.26204130836803,4.835520846392541,18.069469029226504,165.73815381233806,Satisfactory,1010.567752683953,72.8821554102955
2024-02-13,Chennai,Maharashtra,39.650827052765344,21.02638402337079,29.651328464504896,64.71066372546929,7.4755326593817255,10.611115943736971,92.02705762145095,Poor,996.0427713241231,10.684474506247742
2024-02-14,Kolkata,Delhi,33.1398389942388,28.01290697917605,28.361133307538836,48.1140692771766,0.5332600154120204,5.206350004647513,253.74271236136158,Good,993.5265572792964,48.73884580502082
2024-02-15,Mumbai,Delhi,37.23028773682353,22.902349164616517,31.772387893774347,64.44914989713945,0.3532863844559731,7.068981701055,148.04477496226835,Satisfactory,1005.1854095279647,58.11309660695569
2024-02-16,Delhi,Maharashtra,38.881851471759546,10.963844335567378,18.580729732927093,86.9070545951539,0.31794494286795527,10.903863380030558,64.8487645664285,Moderate,1015.0758591774141,13.25294008458966
2024-02-17,Bengaluru,Maharashtra,27.697715319341917,13.156519439837693,25.573678690648492,54.969661682649665,1.3584561619279372,5.537132604034203,139.60828450148665,Satisfactory,995.2782815545271,61.99565484925
2024-02-18,Chennai,Delhi,37.90651345230791,17.800890412210535,23.83714657186444,35.31297746084171,12.04613319262772,7.700147939029549,132.34527466360305,Good,1016.3332025220321,71.02845039248574
2024-02-19,Kolkata,Delhi,37.63493389883031,24.904040815330262,32.80677256637265,89.17665704828036,1.8250687644037464,12.177812650406288,189.59312132613232,Good,992.4417665293547,0.8154927565827252
2024-02-20,Mumbai,West Bengal,28.075211345857042,10.145217501414937,29.75414299443822,80.73664927468147,2.0632109244626857,8.646103399747016,141.5128355135654,Poor,994.9461117289783,7.382743579654205
2024-02-21,Delhi,Tamil Nadu,29.61805548878436,12.663590980605377,24.169303379904417,66.85913437068801,1.407659401056158,3.3684612258396185,180.73080592283173,Moderate,1018.7251617242025,40.1491690238608
2024-02-22,Bengaluru,Maharashtra,26.71414619740542,17.73929637631363,33.53693128853044,77.61745323036322,8.008494633901492,9.184520448785875,126.50383128244914,Moderate,993.5136684562913,56.38657299556845
2024-02-23,Chennai,Delhi,35.459290384544495,22.374431600957323,19.87931433230287,49.41407570176953,19.269031516604436,8.321827655041119,269.4660710508887,Satisfactory,994.4112766439076,86.27648232521406
2024-02-24,Kolkata,West Bengal,34.683934628710816,22.110476132504676,28.906386436726336,67.35237268459494,1.8843841157527619,3.595473237913025,133.1117697969595,Satisfactory,1004.8284194630954,47.39258484546025
2024-02-25,Mumbai,West Bengal,38.987835462160355,24.20092877066057,25.3518899034095,61.12084754315035,0.5268682327008959,10.815581500791806,285.2827907694723,Poor,991.9746618860668,75.72971095252721
2024-02-26,Delhi,Karnataka,35.28626479807224,19.10456707005754,18.79311103034621,75.2982491105036,2.782928080154469,6.27768734003306,269.62134146167637,Poor,1017.2922288296451,87.30654463090028
2024-02-27,Bengaluru,Karnataka,37.1839269527946,13.24119756668445,34.072268120916334,85.85856155188507,6.676430025122865,17.28163235922535,124.78265380404548,Good,1015.674741732233,66.14342647252627
2024-02-28,Chennai,Karnataka,29.572844429489436,16.72292183476327,27.282029327440718,34.279842254119025,0.9506565445907782,14.155325886874481,165.53860999567115,Poor,1000.2188340517125,63.75896444443463
2024-02-29,Kolkata,Delhi,29.435699633348502,24.50074974413188,21.00041757263199,76.94860513966754,13.37165551365988,1.3240269657118864,145.3807326484278,Moderate,999.9652401765051,35.08461446397448
2024-03-01,Mumbai,West Bengal,28.1717820534034,13.213484077057423,30.63483037213028,86.72688602776626,0.08754735470132588,6.679639399096448,294.202378556635,Poor,1012.4012487029643,36.82790144739574
2024-03-02,Delhi,Tamil Nadu,31.421412004590216,27.71049451997158,21.704795692448833,75.22738270609031,6.427266097548388,18.118337590468002,184.78628758455315,Satisfactory,1009.2579931143491,94.277325256274
2024-03-03,Bengaluru,Maharashtra,28.304990770218964,19.513508133752083,29.554681182115637,48.56997242158616,7.739354384870083,13.235532184549319,60.90399324975577,Moderate,992.440822127878,67.33150485295637
2024-03-04,Chennai,Delhi,27.625979519730954,16.508062116801955,22.6400463875047,77.7703874246937,2.993414403507837,8.254109321109993,244.2322070246164,Satisfactory,1018.9729142244422,80.43769336892356
2024-03-05,Kolkata,Maharashtra,29.105746671709042,28.39911103029005,21.02594803338098,33.09682353094341,1.0622775793169457,16.752677489130797,176.97167654872828,Poor,1007.2721732252214,91.6910822336909
2024-03-06,Mumbai,Karnataka,25.58827629864084,23.875014356888368,23.9063873848297,46.843633503005584,2.6054669382614337,8.522138341844819,261.3569061891571,Moderate,997.5567249495188,6.09211685367852
2024-03-07,Delhi,Karnataka,39.72667023400598,12.771735034227047,28.551333009092886,47.1507945641912,3.223536052513486,13.903985015887773,268.1002370983356,Poor,997.0113211466324,76.5103884850092
2024-03-08,Bengaluru,Karnataka,36.58626115130008,27.65270600485691,21.751296781400246,32.18574306082165,11.263940218344345,3.1107837496317625,150.31488633248313,Poor,1009.4544427600182,26.177552805662263
2024-03-09,Chennai,Delhi,33.000590191748685,16.216147305602206,26.55461258750361,35.748463069605776,3.4216154876976135,13.734064964598065,290.7840534179742,Satisfactory,990.8887335915522,64.39784585099618
2024-03-10,Kolkata,West Bengal,31.379059050662256,10.644566188039526,20.17278858641862,36.85922043695811,4.60838799041648,4.037850203057555,136.0310363933746,Satisfactory,1003.5698125902588,59.20345711520011
2024-03-11,Mumbai,Karnataka,39.500435758927985,25.395899234841746,30.401236572783866,60.84765942890799,0.24740958447589018,18.739065581400162,291.90628326707434,Moderate,1016.6414997371635,37.39941419222708
2024-03-12,Delhi,Karnataka,28.486181860656334,24.426928818852552,30.564776352797193,43.489956555981166,0.7297228763989945,19.6883738614268,79.30609801323402,Poor,1005.4355309762251,35.292455990009564
2024-03-13,Bengaluru,West Bengal,37.79756092876817,14.720134280842823,26.197185002938596,82.31154032211266,2.0128515320067555,15.160032744458796,246.83528292599013,Poor,1018.375802314677,87.5516665660069
2024-03-14,Chennai,Karnataka,38.93647836144672,21.56383786935794,32.977204457480326,42.087360286255674,7.953341485573252,12.956730658279671,209.1278366172281,Poor,1014.8317115492206,4.449511566209408
2024-03-15,Kolkata,Karnataka,34.82285916171641,28.097796448389147,23.17977116121611,59.93802787198828,0.236974645145068,16.59179831310315,109.43852305575928,Good,990.2219084320391,8.512367881488803
2024-03-16,Mumbai,Tamil Nadu,27.980067050610042,14.723446254127117,32.776964319216866,53.86225960330469,1.6254035366455897,13.266917270553801,226.40403469765533,Good,1011.327711384878,6.786049161408981
2024-03-17,Delhi,Delhi,27.344617500736437,14.411048498448945,32.81999655657104,45.57651357315313,4.889822109672465,8.880463527630994,103.70874560531699,Satisfactory,1009.069528870553,67.97679335998302
2024-03-18,Bengaluru,Maharashtra,30.814143346319057,18.456525202173914,34.4916151164166,89.52888638985667,3.982643283740262,10.014310943073479,283.29832747684554,Satisfactory,991.1230697639279,53.72877404281704
2024-03-19,Chennai,Delhi,30.32906535720881,29.308761047972528,24.26492985261111,66.08833625817277,3.7046644732061225,6.507666681396009,129.12623395875409,Good,996.7478163188234,26.2845076380004
2024-03-20,Kolkata,Tamil Nadu,31.430530464001983,17.387337434119132,26.27159258641783,82.1635322930561,8.671277266080933,2.4453344907395613,94.86714637220219,Moderate,1012.9756456086308,65.8025676609988
2024-03-21,Mumbai,Tamil Nadu,30.950202193178725,28.149476868493885,32.92771408159645,77.55925044680288,9.70259660276934,16.253114887439445,137.641776095308,Good,1014.6295866811773,36.5046391165031
2024-03-22,Delhi,Delhi,38.01065783808908,21.56057644994184,24.995842746087654,89.5032236659673,11.66451286925489,9.453212789101514,119.64957830755539,Good,991.7905594860108,29.28122802748996
2024-03-23,Bengaluru,Maharashtra,34.83879518130338,13.598385202399898,33.15053645425476,61.462837733620326,0.20058631328708004,5.981429335171375,216.55034282563966,Moderate,997.1607062235275,35.00860540575661
2024-03-24,Chennai,Tamil Nadu,34.63673033959703,10.410033927952034,27.24392760974764,89.03499984615297,5.866614540474323,15.457633236291816,86.11627322461817,Poor,1015.6430076242667,5.132636020812731
2024-03-25,Kolkata,West Bengal,26.00334510241101,17.44503887382913,19.079993612848448,85.86437005331122,18.181874875501418,14.132718447781539,275.267000838374,Poor,1005.6529513869709,92.7293377640783
2024-03-26,Mumbai,Maharashtra,38.52208544982116,23.551775881742756,18.069884934560257,31.274570668112972,0.6504371025569476,10.589270229838768,202.21873446995886,Poor,992.6994590345121,6.550707228328633
2024-03-27,Delhi,Maharashtra,33.59954767862746,10.775531947815223,24.473899141108372,64.10353934673117,0.7710701958480425,9.519363721887462,77.46040916928851,Satisfactory,1014.7543919973253,61.894956529391884
2024-03-28,Bengaluru,Tamil Nadu,25.66925990155345,12.287680542308141,34.558344996992766,85.46162506886975,2.735455686240104,19.544154833795375,270.00463608721753,Moderate,1004.0837357425612,93.60707247480472
2024-03-29,Chennai,Tamil Nadu,27.267519309534315,20.09945475298557,25.146112559205655,36.72711563060484,12.677599337973191,7.064568014728263,235.70086373162553,Satisfactory,1014.3772318376522,28.94755352366697
2024-03-30,Kolkata,Delhi,26.02946156705151,27.897984808652975,22.671474243446173,39.33397570958065,4.474672040461585,3.9134359130224716,94.08122786496283,Poor,1019.2065018563513,95.39651348436557
2024-03-31,Mumbai,Karnataka,29.758929256277938,28.599498119355655,34.17046166046559,37.95180317637796,1.1120181670861917,4.5111448788634405,274.8641325343814,Moderate,1007.4461494198063,38.52737710651202
2024-04-01,Delhi,Delhi,34.61331233631668,21.629664524676336,27.206857424311583,42.286041217877994,1.2557749379771967,7.989437279244067,96.81597418513839,Satisfactory,997.7460913677576,57.685939822794474
2024-04-02,Bengaluru,Karnataka,39.91374096998065,22.801101394107594,30.699660682746142,73.18292866298285,1.8103355278914004,16.465419755040163,282.5514525344994,Satisfactory,1017.1726218387299,85.41678267220952
2024-04-03,Chennai,West Bengal,28.608010420461895,18.846490919670664,32.214025495646965,89.03279426655902,9.512697927955905,10.861985369307705,246.8765479936653,Good,1010.7940692726542,99.30166259007555
2024-04-04,Kolkata,Maharashtra,39.95060303652089,11.673251700572285,18.122056078336904,34.2505363104501,1.2709574511889672,2.7676485638451886,98.19427694535358,Poor,1002.5346689384241,31.00893336573599
2024-04-05,Mumbai,Karnataka,38.66047182672564,12.650542325454438,29.973645325906972,51.51148324210001,8.71604697469525,12.257880526829933,255.438956531706,Poor,1019.2412152167374,92.91302034512682
2024-04-06,Delhi,Maharashtra,30.028770008478624,26.5599378286719,29.78935023520056,52.95853777183105,12.949326522134783,11.17726442241951,128.14732154945835,Satisfactory,1000.8513916600228,29.355900038761686
2024-04-07,Bengaluru,Maharashtra,39.75267034852914,18.212654287030073,33.86719685343729,57.07312069418357,2.5221766017009983,2.545036121773523,251.7275402044769,Good,1009.554250511525,67.37257043715734
2024-04-08,Chennai,Maharashtra,39.931114286870226,29.8947386236434,32.382110881421106,77.32379056039323,7.235878651934438,13.871260727479926,129.7790110315568,Moderate,1017.4093915086008,14.46305892816292
